"Contract","Title","Company","PDF URL","Country","Concession/License name","Signature date","Language","Disclosure mode","Host gov contract"
"Afghanistan AmuDarya dd20111211 PSC","PSC","CNPC","http://downloads.openoil.net/contracts/af/af_AmuDarya_20111211_PSC_CNPC.pdf","AF","","2011-12-11T00:00:00","English","NULL","yes"
"Afghanistan Kashkari-Block Bazarkhami-Block Zamarudsay-Block dd20111226 PSC","PSC","CNPCI Watan Oil and Gas Afghanistan Ltd","http://downloads.openoil.net/contracts/af/af_Kashkari-Block_Bazarkhami-Block_Zamarudsay-Block_dd20111226_PSC_CNPCIW.pdf","AF","","2011-12-26T00:00:00","English","","yes"
"Albania Ballsh-Hekal-Field dd20070808 Petro-Agree","Petro-Agree","Albpetrol Sh A, Stream Oil & Gas Limited","http://downloads.openoil.net/contracts/al/al_Ballsh-Hekal-Field_dd20070808_Petro-Agree_Albpetrol_Stream.pdf","AL","","2007-08-08T00:00:00","English","corporate","yes"
"Albania Block-2-3 dd20081107 PSC","PSC","DWM Petroleum AG","http://downloads.openoil.net/contracts/al/al_Block-2-3_dd20081107_PSC_DWM.pdf","AL","","2008-11-07T00:00:00","English","corporate","yes"
"Albania Block-4-5 Dumre dd20100624 PSC","PSC","Sky Petroleum Inc","http://downloads.openoil.net/contracts/al/al_Block-4-5_Dumre_dd20100624_PSC_Sky-Petroleum.pdf","AL","","2010-06-24T00:00:00","English","corporate","yes"
"Albania Block-A-B dd20070731 PSC","PSC","DWM Petroleum AG","http://downloads.openoil.net/contracts/al/al_Block-A-B_dd20070731_PSC_DWM.pdf","AL","","2007-07-31T00:00:00","English","corporate","yes"
"Albania Block-D-E dd20070731 PSC","PSC","DWM Petroleum AG","http://downloads.openoil.net/contracts/al/al_Block-D-E_dd20070731_PSC_DWM.pdf","AL","","2007-07-31T00:00:00","English","corporate","yes"
"Albania Cakran-Mollaj-Field dd20070808 Petro-Agree","Petro-Agree","Albpetrol Sh A, Stream Oil & Gas Limited","http://downloads.openoil.net/contracts/al/al_Cakran-Mollaj-Field_dd20070808_Petro-Agree_Albpetrol_Stream.pdf","AL","","2007-08-08T00:00:00","English","corporate","yes"
"Albania Delvina-Block dd20070808 Petro-Agree","Petro-Agree","Albpetrol Sh A, Stream Oil & Gas Limited","http://downloads.openoil.net/contracts/al/al_Delvina-Block_dd20070808_Petro-Agree_Albpetrol_Stream.pdf","AL","","2007-08-08T00:00:00","English","corporate","yes"
"Albania Gorisht-Kocul-Field dd20070808 Petro-Agree","Petro-Agree","Albpetrol Sh A, Stream Oil & Gas Limited","http://downloads.openoil.net/contracts/al/al_Gorisht-Kocul-Field_dd20070808_Petro-Agree_Albpetrol_Stream.pdf","AL","","2007-08-08T00:00:00","English","corporate","yes"
"Albania Kucova dd20070706 License","License","Albpetrol Sh A","http://downloads.openoil.net/contracts/al/al_Kucova_dd20070706_License_Albpetrol.pdf","AL","","2007-07-06T00:00:00","English","corporate","yes"
"Albania Kucova dd20071104 Petro-Agree","Petro-Agree","Albpetrol Sh A, Sherwood International Petroleum Ltd","http://downloads.openoil.net/contracts/al/al_Kucova_dd20071104_Petro-Agree_Albpetrol_Sherwood.pdf","AL","","2007-04-11T00:00:00","English","corporate","yes"
"Algeria Hassi-Bir-Rekaiz-Block dd19991027 Farm-In-Agreement","Farm-In-Agreement","Arco Ghadames Inc, Santa Catalina L.H. Lundin (Algeria) Limited","http://downloads.openoil.net/contracts/dz/dz_Hassi-Bir-Rekaiz-Block_dd19991027_Farm-In-Agreement_ARCO_Santa-Catalina.pdf","DZ","","1999-10-27T00:00:00","English","corporate","no"
"Algeria dd19891023 Exploration-Exploitation","Exploration-Exploitation","Sonatrach, Anadarko Algeria Corp.","http://downloads.openoil.net/contracts%2Fdz%2Fdz__dd19891023_Exploration-Exploitation_Sonatrach_Anadarko.pdf","DZ","","1989-10-23T00:00:00","English","corporate","yes"
"Angola Block-20/11 dd20111220 PSC","PSC","CIE Angola, Sonangol P&P, BP Angola, China Sonangol","http://downloads.openoil.net/contracts%2Fao%2Fao_Block-20-11_dd20111220_PSC_CIE_Sonangol_BP.pdf","AO","","2011-12-20T00:00:00","English","corporate","yes"
"Angola Block-21/09 dd20100224 Risk-Service","Risk-Service","CIE Angola, Sonangol P&P, Nazaki Oil and Gáz S.A., Alper Oil","http://downloads.openoil.net/contracts%2Fao%2Fao_Block-21-09_dd20100224_Risk-Service_CIE_Sonangol-P%26P_Nazaki.pdf","AO","","2010-02-24T00:00:00","English","corporate","yes"
"Angola Block-5-06 dd20061101 PSC","PSC","Sociedade Nacional de Combustíveis de Angola ‑ Empresa Pública (Sonangol, E.P.), Vaalco Angola (Kwanza), Inc, Sonangol Pesquisa e Produção, SA, InterOil Exploration and Production ASA","http://downloads.openoil.net/contracts/ao/ao_Block-5-06_dd20061101_PSC_Sonangol_Vaalco_InterOil.pdf","AO","","2006-11-01T00:00:00","English","corporate","yes"
"Angola Block-9/09 dd20100224 Risk-Service","Risk-Service","CIE Angola, Sonangol P&P, Nazaki Oil and Gáz S.A., Alper Oil","http://downloads.openoil.net/contracts%2Fao%2Fao_Block-9-09_dd20100224_Risk-Service_CIE_Sonangol-P%26P_Nazaki.pdf","AO","","2010-02-24T00:00:00","English","corporate","yes"
"Argentina Bajada-del-Palo dd0000 Amend-JV","Amend-JV","Petrolera Entre Lomas SA, APCO Argentina Inc, Petrobras Energia SA","http://downloads.openoil.net/contracts/ar/ar_Bajada-del-Palo_dd0000_Amend-JV_Petrolera_APCO_Petrobras.pdf","AR","","NULL","English","corporate","no"
"Argentina Bajada-del-Palo dd20090626 Extension-Agree","Extension-Agree","Petrolera Entre Lomas SA, Petrobras Energia SA","http://downloads.openoil.net/contracts/ar/ar_Bajada-del-Palo_dd20090626_Extension-Agree_Petrolera_Petrobras.pdf","AR","","2009-06-26T00:00:00","English","corporate","Yes"
"Argentina Cerro-Negro dd20080704 Assignment-Agree","Assignment-Agree","Clear Srl, Pluris Sarmiento Petroleo SA","http://downloads.openoil.net/contracts/ar/ar_Cerro-Negro_dd20080704_Assignment-Agree_Clear-Srl_Sarmiento-Petroleo.pdf","AR","","2008-07-04T00:00:00","English","corporate","no"
"Australia Albany dd19970702 Exploration-Permit","Exploration-Permit","Geopetro Company, Amity Oil NL, Seven Seas Petroluem Australia","http://downloads.openoil.net/contracts/au/au_Albany_dd19970702_Exploration-Permit_Geopetrol_Amity-Oil.pdf","AU","","1997-07-02T00:00:00","English","corporate","yes"
"Timor-Leste JPDA-03-13 dd20030516 Amend-PSC","Amend-PSC","CononcoPhillips JPDA Pty Ltd, ConocoPhilips Pty Ltd, Phillips Petroleum Timor Sea Pty Ltd, Eni JPDA 03-13","http://downloads.openoil.net/contracts%2Ftl%2Ftl_JPDA-03-13_dd20030516_Amend-PSC_Conoco_ENI.pdf","AU","","2003-05-16T00:00:00","English","government","yes"
"Timor-Leste JPDA03-12 dd20030402 PSC","PSC","ConocoPhillips, Santos, Inpex, Petroz, Emet","http://downloads.openoil.net/contracts/tl/tl_JPDA03-12_dd20030402_PSC_ConocoPhillips_Santos_Inpex_Petroz_Emet.pdf","AU","","2003-04-02T00:00:00","English","government","yes"
"Timor-Leste JPDA03-13 dd20030402 PSC","PSC","ConocoPhillips, Agip Australia, Phillips Petroleum","http://downloads.openoil.net/contracts/tl/tl_JPDA03-13_dd20030402_PSC_ConocoPhillips_Agip_PhillipsPetroleum.pdf","AU","","2003-04-02T00:00:00","English","government","yes"
"Timor-Leste JPDA03-13 dd20030516 PSC-Amend","PSC-Amend","ConocoPhillips JPDA PTY LTD, ConocoPhillips (91-13) PTY LTD, ENI JPDA 03-13 Limited, Phillips Petroleum Timor Sea PTY LTD","http://downloads.openoil.net/contracts/tl/tl_JPDA03-13_dd20030516_PSC-Amend_ConocoPhillips_Eni_PhillipsPetroleum.pdf","AU","","2003-05-16T00:00:00","English","government","yes"
"Timor-Leste JPDA06-101A dd20061030 PSC","PSC","Minza Oil & Gas Limited","http://downloads.openoil.net/contracts/tl/tl_JPDA06-101A_dd20061030_PSC_MinzaOil.pdf","AU","","2006-10-30T00:00:00","English","government","yes"
"Timor-Leste JPDA06-102 dd20061030 PSC","PSC","PC (Timor Sea 06-102) Ltd, KG (Timor Sea 06-102) Ltd, Samsung Oil & Gas (Timor Sea 06-102) Ltd, LG (Timor Sea 06-102) Ltd","http://downloads.openoil.net/contracts/tl/tl_JPDA06-102_dd20061030_PSC_PC-Ltd_SamsungOil%26Gas_LG_KoreaGas.pdf","AU","","2006-10-30T00:00:00","English","government","yes"
"Timor-Leste JPDA06-103 dd20061115 PSC","PSC","Oilex, Global Energy Inc, Bharat PetroResources, Gujarat State Petroleum Company (GSPC)","http://downloads.openoil.net/contracts/tl/tl_JPDA06-103%20_dd20061115_PSC_Oilex_GlobalEnergy_BharatPetro_GSPC.pdf","AU","","2006-11-15T00:00:00","English","government","yes"
"Timor-Leste JPDA06-105 dd20060724 PSC","PSC","Woodside Petroleum (Timor Sea 1) Pty Ltd, INPEX TIMOR SEA LTD, Talisman Resources (JPDA 03- 01) Pty Ltd","http://downloads.openoil.net/contracts/tl/tl_JPDA06-105_dd20060724_PSC_WoodsidePetroleum_INPEX_Talisman.pdf","AU","","2006-07-24T00:00:00","English","government","yes"
"Timor-Leste JPDA11-106 dd20130413 PSC","PSC","Eni JPDA B.V., Inpex Offshore Timor-Leste LTD, Timor GAP","http://downloads.openoil.net/contracts/tl/tl_JPDA11-106_dd20130413_PSC_Eni_Inpex_TimorGAP.pdf","AU","","2013-04-13T00:00:00","English","government","yes"
"Azerbaijan Azeri Chirag Deep-Water-Gunashli dd19940920 PSC","PSC","Amoco Caspian Sea Petroleum Limited, BP Exploration (Caspian Sea) Limited, Delta Nimir Khazar Limited, Den Norske Stats Oljeselskap a.s., Lukoil Joint Stock Company, McDermott Azerbaijan, Inc., Pennzoil Caspian Corporation, Ramco Hazar Energy Limited, Turkiye Petrolleri A.O., Unocal Khazar, Ltd.","http://downloads.openoil.net/contracts%2Faz%2Faz_Azeri_Chirag_Deep-Water-Gunashli_dd19940920_PSC_BP_Lukoil_Statoil.pdf","AZ","","1994-09-20T00:00:00","English","government","yes"
"Azerbaijan Bahar Gum-Deniz dd20091209 PSC","PSC","Bahar Energy Limited","http://downloads.openoil.net/contracts/az/az_Bahar_Gum-Deniz_dd20091209_PSC_Bahar.pdf","AZ","","2009-12-09T00:00:00","English, Azeri","corporate","yes"
"Azerbaijan Shafag-Asiman-Offshore dd20101007 PSC","PSC","BP Exploration (Azerbaijan) Limited","http://downloads.openoil.net/contracts%2Faz%2Faz_Shafag-Asiman-Offshore_dd20101007_PSC_BP.pdf","AZ","","2010-10-07T00:00:00","English, Azeri","government","yes"
"Azerbaijan Shaz-Deniz dd19960604 PSC","PSC","BP EXPLORATION (Azerbaijan) LIMITED. ELF PETROLEUM AZERBAIJAN B.V., LUKOIL INTERNATIONAL LTD., OIL INDUSTRIES ENGINEERING AND CONSTRUCTION, STATOIL AZERBAINJAN A.S., TURKISH PETROLEUM OVERSEAS COMPANY LTD.","http://downloads.openoil.net/contracts/az/az_Shaz-Deniz_dd19960604_PSC_BP_Elf_Lukoil.pdf","AZ","","1996-06-04T00:00:00","English","government","yes"
"Azerbaijan Three-blocks-of-South-West-Gobustan dd PSC","PSC","Commonwealth Gobustan Limited, Union Texas Qobustan Limited","http://downloads.openoil.net/contracts%2Faz%2Faz_Three-blocks-of-South-West-Gobustan_dd_PSC_Commonwealth_Union-Texas.pdf","AZ","","NULL","English, Azeri","government","yes"
"Azerbaijan Zykh-Govsany-Block dd20061103 PSC","PSC","Russneft Apsheron Investments Limited","http://downloads.openoil.net/contracts%2Faz%2Faz_Zykh-Govsany-Block_dd20061103_PSC_Russneft.pdf","AZ","","2006-11-03T00:00:00","English, Azeri","government","yes"
"Belize Block-1 Block-2 Block-3 dd20000403 Exp-Dov-Prod-Agreement","Exp-Dov-Prod-Agreement","RSM Production Corporation","http://downloads.openoil.net/contracts/bz/bz_Block-1_Block-2_Block-3_dd20000403_Exp-Dov-Prod-Agreement_RSM.pdf","BZ","","2000-04-03T00:00:00","English","informal","yes"
"Belize Block-1 dd20031122 PSA","PSA","West Bay","http://downloads.openoil.net/contracts/bz/bz_Block-1_dd20031122_PSA_West-Bay.pdf","BZ","","2003-11-22T00:00:00","English","informal","yes"
"Belize Block-10 Block-15 Block-16 dd20060602 PSA","PSA","Spartan Petroleum Corporation","http://downloads.openoil.net/contracts/bz/bz_Block-10_Block-15_Block-16_dd20060602_PSA_Spartan-Petroleum.pdf","BZ","","2006-06-02T00:00:00","English","informal","yes"
"Belize Block-106 Block-107 Block-127 dd20090114 PSA","PSA","OPIC Resource Corporation","http://downloads.openoil.net/contracts/bz/bz_Block-106_Block-107_Block-127_dd20090114_PSA_OPIC.pdf","BZ","","2009-01-14T00:00:00","English","informal","yes"
"Belize Block-11 Block-12 Block-18 dd20080129 PSA","PSA","Perenco Belize Limited","http://downloads.openoil.net/contracts/bz/bz_Block-11_Block-12_Block-18_dd20080129_PSA_Perenco-Belize.pdf","BZ","","2008-01-29T00:00:00","English","informal","yes"
"Belize Block-12 dd20040525 PSA","PSA","Island Oil Belieze LTD","http://downloads.openoil.net/contracts/bz/bz_Block-12_dd20040525_PSA_Island-Oil-Ltd.pdf","BZ","","2004-05-25T00:00:00","English","informal","yes"
"Belize Block-138 Block-139 Block-157 dd20100325 PSA","PSA","Northern Spirit Resources","http://downloads.openoil.net/contracts/bz/bz_Block-138_Block-139_Block-157_dd20100325_PSA_Northern-Spirit-Resources.pdf","BZ","","2010-03-25T00:00:00","English","informal","yes"
"Belize Block-141 Block-142 Block-143 dd20090318 PSA","PSA","BCH International, Inc.","http://downloads.openoil.net/contracts/bz/bz_Block-141_Block-142_Block-143_dd20090318_PSA_BCH-International.pdf","BZ","","2009-03-18T00:00:00","English","informal","yes"
"Belize Block-19 dd20010122 PSA","PSA","USCapital Energy Belize, Ltd.","http://downloads.openoil.net/contracts/bz/bz_Block-19_dd20010122_PSA_USCapital-Energy.pdf","BZ","","2001-01-22T00:00:00","English","informal","yes"
"Belize Block-197 Block-198 Block-199 dd20090318 PSA","PSA","ZMT International, Inc.","http://downloads.openoil.net/contracts/bz/bz_Block-197_Block-198_Block-199_dd20090318_PSA_ZMT-International.pdf","BZ","","2009-03-18T00:00:00","English","informal","yes"
"Benin Block-1 Block-4 dd19970731 Purchase-Sale-Agree","Purchase-Sale-Agree","Addax Petroleum, Abacan Benin","http://downloads.openoil.net/contracts/bj/bj_Block-1_Block-4_dd19970731_Purchase-Sale-Agree_Addax_Abacan.pdf","BJ","","1997-07-31T00:00:00","English","corporate","no"
"Benin Deep-Offshore-Block-4 dd19970201 Exploration-Exploitation","Exploration-Exploitation","ADDAX Petroluem, Abacan Benin","http://downloads.openoil.net/contracts/bj/bj_Deep-Offshore-Block-4_dd19970201_Exploration-Exploitation_Addax_Abacan.pdf","BJ","","1997-02-01T00:00:00","English","corporate","yes"
"Benin Offshore-Block-1 Seme dd19970201 Exploration-Exploitation","Exploration-Exploitation","Addax Petroleum Benin Limited, Abacan Resources (Benin) Limited","http://downloads.openoil.net/contracts/bj/bj_Offshore-Block-1_Seme_dd19970201_Exploration-Exploitation_Addax_Abacan.pdf","BJ","","1997-02-01T00:00:00","English","corporate","yes"
"Benin Offshore-Block-4 dd19970201 Exploration-Exploitation","Exploration-Exploitation","Addax Petroleum Benin Limited, Abacan Resources (Benin) Limited","http://downloads.openoil.net/contracts/bj/bj_Offshore-Block-4_dd19970201_Exploration-Exploitation_Addax_Abacan.pdf","BJ","","1997-02-01T00:00:00","English","corporate","yes"
"Bolivia Amboro dd20061028 Operation-Contract","Operation-Contract","Empresa Petrolera Andina S.A","http://downloads.openoil.net/contracts/bo/bo_Amboro_dd20061028_Operation-Contract_Andina.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Aquio dd20061028 Operation-Contract","Operation-Contract","Total E&P Bolivie, Tecpetrol Bolivia","http://downloads.openoil.net/contracts/bo/bo_Aquio_dd20061028_Operation-Contract_Total_Tecpetrol.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Bermejo-Toro Barredero-Tigre San-Telmo dd20061028 Operation-Contract","Operation-Contract","Pluspetrol Bolivia Corporation S.A.","http://downloads.openoil.net/contracts/bo/bo_Bermejo-Toro_Barredero-Tigre_San-Telmo_dd20061028_Operation-Contract_Pluspetrol.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Block-XX-Tarija-Oeste dd20061028 Operation-Contract","Operation-Contract","Total E&P Bolivie, BG Bolivia Corporation","http://downloads.openoil.net/contracts/bo/bo_Block-XX-Tarija-Oeste_dd20061028_Operation-Contract_Total_BG.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Boqueron dd20061028 Operation-Contract","Operation-Contract","Empresa Petrolera Andina S.A","http://downloads.openoil.net/contracts/bo/bo_Boqueron_dd20061028_Operation-Contract_Andina.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Caipipendi dd20061028 Operation-Contract","Operation-Contract","Repsol YPF E&P Bolivia S.A, BG Bolivia Corporation, PAE E&P Bolivia Ltd","http://downloads.openoil.net/contracts/bo/bo_Caipipendi_dd20061028_Operation-Contract_Repsol_BG-Bolivia_PAE.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Cambeiti dd20061028 Operation-Contract","Operation-Contract","Repsol YPF E&P Bolivia S.A.","http://downloads.openoil.net/contracts/bo/bo_Cambeiti_dd20061028_Operation-Contract_Repsol.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Camiri dd20061028 Operation-Contract","Operation-Contract","Empresa Petrolera Andina S.A","http://downloads.openoil.net/contracts/bo/bo_Camiri_dd20061028_Operation-Contract_Andina.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Casabel dd20061028 Operation-Contract","Operation-Contract","Empresa Petrolera Andina S.A","http://downloads.openoil.net/contracts/bo/bo_Casabel_dd20061028_Operation-Contract_Andina.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Bolivia Charagua Camp Itatiqui dd20061028 Operation-Contract","Operation-Contract","Repsol YPF E&P Bolivia S.A, BG Bolivia Corporation, Empresa Petrolera Chaco S.A","http://downloads.openoil.net/contracts/bo/bo_Charagua_Camp%20Itatiqui_dd20061028_Operation-Contract_Repsol_BG-Bolivia_Chaco.pdf","BO","","2006-10-28T00:00:00","Spanish","government","yes"
"Brazil Block-REC-T-170 dd20140523 Sale-Purchase-Agree","Sale-Purchase-Agree","Brazalta Brasil Norte Commercializacao De Petroleo Ltda, Petro Victory Energy Corp","http://downloads.openoil.net/contracts/br/br_Block-REC-T-170_dd20140523_Sale-Purchase-Agree_Brazalta-Brasil-Norte_Petro-Victory.pdf","BR","","2014-05-23T00:00:00","English","corporate","no"
"Brunei Block-L dd20060828 Operating-Agreement","Operating-Agreement","QAF Brunei Sdn. Bhd, Loon Brunei Limited","http://downloads.openoil.net/contracts/bn/bn_Block-L_dd20060828_Operating-Agreement_QAF_Loon.pdf","BN","","2006-08-28T00:00:00","English","corporate","no"
"Brunei Darussalam Block-L dd20060828 PSC","PSC","Loon Brunei LTD, QAF Brunei Sendirian Berhad","http://downloads.openoil.net/contracts/bn/bn_Block-L_dd20060828_PSC_Loon_QAF.pdf","BN","","2006-08-28T00:00:00","English","corporate","yes"
"Cameroon Douala-Basin dd20080300 Petroleum-Operations","Petroleum-Operations","Perenco Oil&Gas Cameron LTD, Kosmos Energy Cameron","http://downloads.openoil.net/contracts%2Fcm%2Fcm_Douala-Basin_dd20080300_Petroleum-Operations_Perenco_Kosmos.pdf","CM","","2008-01-01T00:00:00","English","corporate","yes"
"Cameroon Kombe-Nsepe-Permit dd20051116 Deed-of-Assignment","Deed-of-Assignment","Perenco Oil And Gas (Cameroon) Ltd, Kosmos Energy Cameroon HC","http://downloads.openoil.net/contracts/cm/cm_Kombe-Nsepe-Permit_dd20051116_Deed-of-Assignment_Perenco_Kosmos.pdf","CM","","2005-11-16T00:00:00","English","corporate","no"
"Cameroon Kombe-Nsepe-Permit dd20080321 JOA","JOA","Perenco Oil And Gas (Cameroon) Ltd, Kosmos Energy Cameroon Hc, Societe Nationale Des Hydrocarbures","http://downloads.openoil.net/contracts/cm/cm_Kombe-Nsepe-Permit_dd20080321_JOA_Perenco_Kosmos_SNH.pdf","CM","","2008-03-21T00:00:00","English","corporate","yes"
"Cameroon Ndian-River dd20061120 PSC","PSC","Kosmos Energy Cameron","http://downloads.openoil.net/contracts%2Fcm%2Fcm_Ndian-River_dd20061120_PSC_Kosmos-Energy.pdf","CM","","2006-01-01T00:00:00","English","corporate","yes"
"Chad BDS2008 dd20130924 Amend-PSC","Amend-PSC","ERHC Energy (BVI) LTD","http://downloads.openoil.net/contracts/td/td_BDS2008_dd20130924_Amend-PSC_ERHC.pdf","TD","","2013-09-24T00:00:00","English","corporate","yes"
"Chad Block-DOH dd20110308 PSC","PSC","Griffiths Energy (Chad) Limited","http://downloads.openoil.net/contracts/td/td_Block-DOH_dd20110308_PSC_Griffiths.pdf","TD","","2011-03-08T00:00:00","French","corporate","yes"
"Chad Chari-Ouest-Doseo dd20110119 PSC","PSC","Griffiths Energy (Chad) Limited","http://downloads.openoil.net/contracts/td/td_Chari-Ouest-Doseo_dd20110119_PSC_Griffiths.pdf","TD","","2011-01-19T00:00:00","French","corporate","yes"
"Chad DOBA-Basin dd20110318 PSC","PSC","Petrochad (Mangara) LTD","http://downloads.openoil.net/contracts/td/td_DOBA-Basin_dd20110318_PSC_Petrochad.pdf","TD","","2011-03-18T00:00:00","French","corporate","yes"
"Chad Manga Chari-Ouest BDS dd20110706 PSC","PSC","ERHC","http://downloads.openoil.net/contracts/td/td_Manga_Chari-Ouest_BDS_dd20110706_PSC_ERHC.pdf","TD","","2011-07-06T00:00:00","English","corporate","yes"
"Chile Block-Tranquilo dd20100129 Transfer-Rights-Operating-Agree","Transfer-Rights-Operating-Agree","Geopark Magallanes Limitada, Pluspetrol Chile SA, IPR Chile Tranquilo Limitada, Manas Energía Chile Limitada, Wintershall Chile Limitada, Methanex Chile SA","http://downloads.openoil.net/contracts/cl/cl_Block-Tranquilo_dd20100129_Transfer-Rights-Operating-Agree_Geopark_Pluspetrol_IPR_Manas.pdf","CL","","2010-01-29T00:00:00","English, Spanish","corporate","no"
"Chile Bloque-Tranquilo dd20100120 Operating","Operating","Geopark Magallanes Limitada","http://downloads.openoil.net/contracts%2Fcl%2Fcl_Bloque-Tranquilo_dd20100120_Operating_Geopark.pdf","CL","","2010-01-20T00:00:00","Spanish","corporate","yes"
"Chile Fell-Block-Area dd20050000 Special-Operat-Contract","Special-Operat-Contract","Geopark Chile LTD","http://downloads.openoil.net/contracts%2Fcl%2Fcl_Fell-Block-Area_dd20050000_Special-Operat-Contract_GeoPark.pdf","CL","","2005-01-01T00:00:00","English","NULL","yes"
"China Area-25/34 dd20090217 Petroleum-Contract","Petroleum-Contract","Primeline Energy China Limted, Primeline Petroleum Corporation","http://downloads.openoil.net/contracts/cn/cn_Area-25%3A34_dd20090217_Petroleum-Contract_Primeline.pdf","CN","","2009-02-17T00:00:00","English","corporate","yes"
"China Area-33/07 dd20120615 Petroleum-Contract","Petroleum-Contract","Primeline Energy China Limted, Primeline Petroleum Corporation","http://downloads.openoil.net/contracts/cn/cn_Area-33%3A07_dd20120615_Petroleum-Contract_Primeline.pdf","CN","","2012-06-15T00:00:00","English","corporate","yes"
"China Baode-Area dd20070907 Asset-Transfer-Agree","Asset-Transfer-Agree","Chevrontexaco China Energy Company, Pacific Asia Petroleum Ltd, Pacific Asia Petroleum Inc","http://downloads.openoil.net/contracts/cn/cn_Baode-Area_dd20070907_Asset-Transfer-Agree_Chevrontexaco_Pacific-Asia.pdf","CN","","2007-09-07T00:00:00","English","corporate","no"
"China Baode-Area dd20080329 Asset-Transfer-Agree","Asset-Transfer-Agree","BHP Billiton World Exploration Inc, Pacific Asia Petroleum (HK) Ltd, Pacific Asia Petroleum Inc","http://downloads.openoil.net/contracts/cn/cn_Baode-Area_dd20080329_Asset-Transfer-Agree_BHP-Billiton_Pacific-Asia.pdf","CN","","2008-03-29T00:00:00","English","corporate","no"
"China Block-04/36 Block-05/36 dd20070926 Share-Purchase-Agree","Share-Purchase-Agree","UP Energy Corporation, SPC E&P (China) Pte. Ltd","http://downloads.openoil.net/contracts/cn/cn_Block-04/36_Block-05/36_dd20070926_Share-Purchase-Agree_UP-Energy_SPC-E&P.pdf","CN","","2007-09-26T00:00:00","English","corporate","no"
"China Dagang-Oil-Field dd20040118 JOA","JOA","Pan China Resources Ltd, Richfirst Holdings Limited","http://downloads.openoil.net/contracts/cn/cn_Dagang-Oil-Field_dd20040118_JOA_Pan-China_CITIC.pdf","CN","","2004-01-18T00:00:00","English","corporate","no"
"China Enhong Laochang dd20070424 Modification-PSC","Modification-PSC","China United CBM Corporation Ltd, Far East Energy (Bermuda) Ltd","http://downloads.openoil.net/contracts/cn/cn_Enhong_Laochang_dd20070424_Modification-PSC_CUCBM_Far-East.pdf","CN","","2007-04-24T00:00:00","English","corporate","yes"
"China Enhong Laochang dd20090727 Modification-PSC","Modification-PSC","China United CBM Corporation Ltd, Far East Energy (Bermuda) Ltd","http://downloads.openoil.net/contracts/cn/cn_Enhong_Laochang_dd20090727_Modification-PSC_CUCBM_Far-East.pdf","CN","","2009-07-27T00:00:00","English","corporate","yes"
"China Enhong Laochang-Area dd20111231 Modification-PSC","Modification-PSC","Far East Energy (Bermuda)","http://downloads.openoil.net/contracts/cn/cn_Enhong_Laochang-Area_dd20111231_Modification-PSC_FEEC.pdf","CN","","2011-12-31T00:00:00","English","corporate","yes"
"China Kongnan-Block-Dagang dd19970908 Petroleum-Contract","Petroleum-Contract","Pan-China Resources LTD","http://downloads.openoil.net/contracts/cn/cn_Kongnan-Block-Dagang_dd19970908_Petroleum-Contract_Pan-China.pdf","CN","","1997-09-08T00:00:00","English","corporate","yes"
"Colombia Block-ALEA-1947C dd20110921 Participation-Agreement","Participation-Agreement","Suroco Energy Inc, Vetra Exploración Y Producción Colombia SAS","http://downloads.openoil.net/contracts/co/co_Block-ALEA-1947C_dd20110921_Participation-Agreement_Suroco_Vetra.pdf","CO","","2011-09-21T00:00:00","English, Spanish","corporate","no"
"Colombia Block-LLA-34 dd20090313 Exp-Prod","Exp-Prod","Union Temporal Llanos 34","http://downloads.openoil.net/contracts/co/co_Block-LLA-34_dd20090313_Exp-Prod_Union-Temporal.pdf","CO","","2009-03-13T00:00:00","English","corporate","yes"
"Colombia Block-LLA-34 dd20090313 Exp-Prod-Contract","Exp-Prod-Contract","Winchester Oil and Gas S.A., Ramshorn International Limited","http://downloads.openoil.net/contracts/co/co_Block-LLA-34_dd20090313_Exp-Prod-Contract_Winchester_Ramshorn.pdf","CO","","2009-03-13T00:00:00","English","corporate","yes"
"Colombia Block-VMM-17 dd20090331 Exp-Prod","Exp-Prod","Morichal Sinoco S.A.","http://downloads.openoil.net/contracts/co/co_Block-VMM-17_dd20090331_Exp-Prod_Morichal-Sinoco.pdf","CO","","2009-03-31T00:00:00","Spanish","corporate","yes"
"Colombia Block-VMM-17 dd20111108 Royalty-Agreement","Royalty-Agreement","Morichal Sinoco SA, Sucursal Colombia, Gran Mene De Petróleo SA","http://downloads.openoil.net/contracts/co/co_Block-VMM-17_dd20111108_Royalty-Agreement_Morichal_Sucursal.pdf","CO","","2011-11-08T00:00:00","English","corporate","no"
