"Contract","Title","Company","PDF URL","Country","Concession/License name","Signature date","Language","Disclosure mode","Host gov contract"
"Israel dd20120314 Gas-Sales-Purchase-Agreement","Gas-Sales-Purchase-Agreement","Noble Energy, Isramco Negev, Israel Electric Corporation Limited","http://downloads.openoil.net/contracts%2Fil%2Fil__dd20120314_Gas-Sales-Purchase-Agreement_Israel-Electric-Corporation_Nobel-Energy.pdf","IL","","2012-03-14T00:00:00","English","corporate","no"
"Kazakhstan Alibek-Yuzhny dd19990429 Subsoil-Assets-License","Subsoil-Assets-License","Caspi Neff","http://downloads.openoil.net/contracts/kz/kz_Alibek-Yuzhny_dd19990429_Subsoil-Assets-License_Caspi-Neff.pdf","KZ","","1999-04-29T00:00:00","English","corporate","yes"
"Kazakhstan Blocks-XXII-23-A-D-E dd20061229 Production-Contract","Production-Contract","Caspi Neft TME JSC","http://downloads.openoil.net/contracts/kz/kz_Blocks-XXII-23-D_E_dd20000307_Exploration-Contract_Kaspiy-Neft.pdf","KZ","","2006-12-29T00:00:00","English","corporate","yes"
"Kazakhstan Blocks-XXII-23-D E dd20000307 Exploration-Contract","Exploration-Contract","KASPIY NEFT","http://downloads.openoil.net/contracts/kz/kz_Blocks-XXII-23%20A_D_E_dd20061229_Production-Contract_Caspi-Neft-TME-JSC.pdf","KZ","","2000-03-07T00:00:00","English","corporate","yes"
"Kazakhstan Blocks-XXX-XXXI-XXXII dd20070727 Exploration-Contract","Exploration-Contract","Marsel Petroleum LLP","http://downloads.openoil.net/contracts/kz/kz_Blocks-XXX_XXXI_XXXII_XXXIII_dd20070727_Exploration-Contract_Marsel.pdf","KZ","","2007-07-27T00:00:00","English","found elsewhere","yes"
"Kazakhstan Dauletaly-field-Atyrau-Oblast dd20030217 Exp-Prod-Contract","Exp-Prod-Contract","КоZhaN LLP","http://downloads.openoil.net/contracts/kz/kz_Dauletaly-field_Atyrau-Oblast_dd20030217_Exp-Prod-Contract_%D0%9A%D0%BEZhaN.pdf","KZ","","2003-02-17T00:00:00","English","corporate","yes"
"Kazakhstan Kzyloy dd20050505 Gas-Prod","Gas-Prod","BN-Munai","http://downloads.openoil.net/contracts/kz/kz_Kzyloy%20Field%20_dd20050505_Gas%20Production_BN-Munai.pdf","KZ","","2005-05-05T00:00:00","English","corporate","yes"
"Kazakhstan Morskoe-Field dd20040806 Drilling","Drilling","Precaspiburneft-Kazakhstan-LLP","http://downloads.openoil.net/contracts/kz/kz_Morskoe-Field_dd20040806_Drilling%20Agreement_Precaspiburneft.pdf","KZ","","2004-08-06T00:00:00","English","corporate","yes"
"Kazakhstan North-Block dd20021229 Exploration-Contract","Exploration-Contract","Aral Petroleum Capital CJSC","http://downloads.openoil.net/contracts/kz/kz_North-Block_dd20021229_Exploration-Contract_Aral-CJSC.pdf","KZ","","2002-12-29T00:00:00","English","found elsewhere","yes"
"Kazakhstan Zhakarmy-West-I-Blocks dd20070827 Exploration-Contract","Exploration-Contract","Falcon Oil&Gas LTD","http://downloads.openoil.net/contracts/kz/kz_Zhakarmy-West-I-Blocks_dd20070827_Exploration-Contract_Falcon.pdf","KZ","","2007-08-27T00:00:00","English","found elsewhere","yes"
"Kenya Block-1 dd20071119 PSC","PSC","Lion Petroleum","http://downloads.openoil.net/contracts/ke/ke_Block-1_dd20071119_PSC_Lion.pdf","KE","","2007-11-19T00:00:00","English","corporate","yes"
"Kenya Block-11A dd0000 Assignment","Assignment","ERHC Energy Kenya Limited, CEPSA Kenya Limited","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd0000_Assignment_ERHC_CEPSA.pdf","KE","","NULL","English","corporate","No"
"Kenya Block-11A dd0000 PSC","PSC","Government of the Republic of Kenya, ERHC AGC Profond Ltd","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd0000_PSC_ERHC.pdf","KE","","NULL","English","corporate","Yes"
"Kenya Block-11A dd0000 Participation-Agree","Participation-Agree","Government of the Republic of Kenya, ERHC AGC Profond Ltd","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd0000_Participation-Agree_ERHC.pdf","KE","","NULL","English","corporate","Yes"
"Kenya Block-11A dd20131007 Farmout-Agreement","Farmout-Agreement","ERHC Energy Kenya Ltd, CEPSA Kenya Ltd","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd20131007_Farmout-Agreement_ERHC_%20CEPSA.pdf","KE","","2013-10-07T00:00:00","English","corporate","yes"
"Kenya Block-11A dd20131007 Operating-Agree","Operating-Agree","ERHC Energy Kenya Limited, CEPSA Kenya Limited","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd20131007_Operating-Agree_ERHC_CEPSA.pdf","KE","","2013-10-07T00:00:00","English","corporate","No"
"Kenya Block-11A dd20131007 Transitional-Agree","Transitional-Agree","ERHC Energy Kenya Limited, CEPSA Kenya Limited","http://downloads.openoil.net/contracts/ke/ke_Block-11A_dd20131007_Transitional-Agree_ERHC_CEPSA.pdf","KE","","2013-10-07T00:00:00","English","corporate","No"
"Kenya Block-2B dd20080917 PSC","PSC","Lion Petroleum","http://downloads.openoil.net/contracts/ke/ke_Block-2B_dd20080917_PSC_Lion.pdf","KE","","2008-09-17T00:00:00","English","corporate","yes"
"Kenya Block-L-16 dd20120510 PSC","PSC","Camac Energy Kenya LTD","http://downloads.openoil.net/contracts/ke/ke_Block-L-16_dd20120510_PSC_Camac.pdf","KE","","2012-05-10T00:00:00","English","corporate","yes"
"Kenya Block-L-27 dd20120510 PSC","PSC","Camac Energy Kenya LTD","http://downloads.openoil.net/contracts/ke/ke_Block-L-27_dd20120510_PSC_Camac.pdf","KE","","2012-05-10T00:00:00","English","corporate","yes"
"Liberia Block-13 dd20080308 PSC","PSC","ExxonMobil E&P Liberia Limited, Canadian Overseas Petroleum (Bermuda) Limited","http://downloads.openoil.net/contracts%2Flr%2Flr_Block-13_dd20080308_PSC_ExxonMobil_Canadian-Overseas.pdf","LR","","2008-03-08T00:00:00","English","corporate","yes"
"Liberia Block-8 dd20080311 PSC","PSC","Regal Liberia Ltd, European Hydrocarbons Ltd.","http://downloads.openoil.net/contracts/lr/lr_Block-8_dd20080311_PSC_RLL_EHL.pdf","LR","","2008-03-11T00:00:00","English","government","yes"
"Liberia Block-LB-10 dd20090723 PSC","PSC","Anadarko Liberia Block 10 Company","http://downloads.openoil.net/contracts/lr/lr_Block-LB-10_dd20090723_PSC_Anadarko.pdf","LR","","2009-07-23T00:00:00","English","government","yes"
"Liberia Block-LB-11 Block-LB-12 dd20070416 PSC-Ratifying","PSC-Ratifying","Oranto Petroleum Limited","http://downloads.openoil.net/contracts/lr/lr_Block-LB-11_Block-LB-12_dd20070416_PSC-Ratifying_Oranto-Petroleum.pdf","LR","","2007-04-16T00:00:00","English","government","yes"
"Liberia Block-LB-13 dd20110518 Purchase-Sale-Agree","Purchase-Sale-Agree","Peppercoast Petroleum Plc, Canadian Overseas Petroleum (Bermuda) Limited, Canadian Overseas Petroleum Limited","http://downloads.openoil.net/contracts/lr/lr_Block-LB-13_dd20110518_Purchase-Sale-Agree_Peppercoast-Petroleum_Canadian-Overseas.pdf","LR","","2011-05-18T00:00:00","English","corporate","no"
"Liberia Block-LB-13 dd20111116 Asset-Purchase-Agree","Asset-Purchase-Agree","Exxonmobil Exploration And Production Liberia Limited, Canadian Overseas Petroleum (Bermuda) Limited","http://downloads.openoil.net/contracts/lr/lr_Block-LB-13_dd20111116_Asset-Purchase-Agree_Exxonmobil_Canadian-Overseas.pdf","LR","","2011-11-16T00:00:00","English","corporate","no"
"Liberia Block-LB-14 dd20100903 PSC-Ratifying","PSC-Ratifying","Oranto, Chevron","http://downloads.openoil.net/contracts/lr/lr_Block-LB-14_dd20100903_PSC-Ratifying_Oranto_Chevron.pdf","LR","","2010-09-03T00:00:00","English","government","yes"
"Liberia Block-LB-16 Block-LB-17 dd20050817 PSC","PSC","REPSOL Exploration S.A.","http://downloads.openoil.net/contracts/lr/lr_Block-LB-16_Block-LB-17_dd20050817_PSC_Repsol.pdf","LR","","2005-08-17T00:00:00","English","government","yes"
"Liberia Offshore-Block-13 dd20050531 PSC","PSC","Broadway Consolidated PLC","http://downloads.openoil.net/contracts/lr/lr_Offshore-Block-13_dd20050531_PSC_Broadway-PLC.pdf","LR","","2005-05-31T00:00:00","English","government","yes"
"Liberia Offshore-Block-LB-14 dd20090723 PSC-Ratifying","PSC-Ratifying","Oranto Petroleum Limited","http://downloads.openoil.net/contracts/lr/lr_Offshore-Block-LB-14_dd20090723_PSC-Ratifying_Oranto-Petroleum.pdf","LR","","2009-07-23T00:00:00","English","government","yes"
"Libya 7th-November-Block dd20080827 EPSA","EPSA","Joint Exploration Exploitation And Petroleum Services Company, Canadian Superior Energy Inc","http://downloads.openoil.net/contracts/ly/ly_7th-November-Block_dd20080827_EPSA_Joint-Oil_Canadian-Superior.pdf","LY","","2008-08-27T00:00:00","English","corporate","yes"
"Libya Area-47 dd20080903 1st-Amend-PSC","1st-Amend-PSC","National Oil Corporation, Verenex Energy Area 47 Libya Limited, Medco International Ventures Limited","http://downloads.openoil.net/contracts/ly/ly_Area-47_dd20080903_1st-Amend-PSC_NOC_Verenex_MIV.pdf","LY","","2008-09-03T00:00:00","English","corporate","yes"
"Malaysia Block-A-18 dd19990421 Supplementary-Contract-No-1","Supplementary-Contract-No-1","Malaysia-Thailand Joint Authority (MTJA), Petronas Carigali, Triton Energy","http://downloads.openoil.net/contracts%2Fmy%2Fmy_%20Block-A-18%20_dd19990421_Supplementary-Contract-No-1_MTJA_Petronas_Triton.pdf","MY","","1999-04-21T00:00:00","English","corporate","yes"
"Malaysia Block-A-18 dd19990421 Supplementary-Contract-No-2","Supplementary-Contract-No-2","Malaysia-Thailand Joint Authority (MTJA), Petronas Carigali, Triton Energy","http://downloads.openoil.net/contracts%2Fmy%2Fmy_%20Block-A-18%20_dd19990421_Supplementary-Contract-No-2_MTJA_Petronas_Triton.pdf","MY","","1999-04-21T00:00:00","English","corporate","yes"
"Malaysia JDA-Block-A-18 dd19940421 Explo-Prod-Contract","Explo-Prod-Contract","Malaysia-Thailand Joint Authority, Petronas Carigali SDN BHD, Triton Oil Company Of Thailand","http://downloads.openoil.net/contracts/my/my_JDA-Block-A-18_dd19940421_Explo-Prod-Contract_MTJA_Petronas_Triton.pdf","MY","","1994-04-21T00:00:00","English","corporate","yes"
"Mauritania Block-1 dd19990520 PSC","PSC","DANA Petroleum E&P Limted, Hardman Petroleum (MAURITANIA) PTY LTD, Elixir Corporation PTY LTD","http://downloads.openoil.net/contracts/mr/mr_Block-1_dd19990520_PSC_Dana_Hardman_Elixir.pdf","MR","","1999-05-20T00:00:00","French","government","yes"
"Mauritania Block-11 dd20020000 PSC","PSC","International Petroluem Grouping","http://downloads.openoil.net/contracts/mr/mr_Block-11_dd20020000_PSC_IPG.pdf","MR","","2002-01-01T00:00:00","French","government","yes"
"Mauritania Block-2 dd20060606 PSC","PSC","WOODSIDE MAURITANIA PTY LTD, ENERGY AFRICA MAURITANIA, PLANET OIL, HARDMAN PETROLEUM, DANA PETROLEUM, ROC OIL COMPANY","http://downloads.openoil.net/contracts/mr/mr_Block-2_dd20060606_PSC_Woodside_EnergyAfrica_Dana.pdf","MR","","2006-06-06T00:00:00","French","government","yes"
"Mauritania Block-24 Block-31 dd20060831 PSC","PSC","4M Energy S.A.","http://downloads.openoil.net/contracts/mr/mr_Block-24_Block-31_dd20060831_PSC_4M-Energy.pdf","MR","","2006-08-31T00:00:00","French","government","yes"
"Mauritania Block-25 dd20070212 PSC","PSC","Blue Chip Energy S.A","http://downloads.openoil.net/contracts/mr/mr_Block-25_dd20070212_PSC_Blue-Chip.pdf","MR","","2007-02-12T00:00:00","French","government","yes"
"Mauritania Block-32 dd20070212 PSC","PSC","Blue Chip Energy S.A","http://downloads.openoil.net/contracts/mr/mr_Block-32_dd20070212_PSC_Blue-Chip.pdf","MR","","2007-02-12T00:00:00","French","government","yes"
"Mauritania Block-6 dd20060608 PSC","PSC","Woodside Mauritania PTY LTD, Petronas, Hardman Petroleum (MAURITANIA) PTY LTD, ROC Oil Company, Planet Oil LTD","http://downloads.openoil.net/contracts/mr/mr_Block-6_dd20060608_PSC_Woodside_Petronas_ROC-Oil.pdf","MR","","2006-06-08T00:00:00","French","government","yes"
"Mauritania Block-7 dd19990520 PSC","PSC","DANA Petroleum E&P Limted, Hardman Petroleum (MAURITANIA) PTY LTD, Elixir Corporation PTY LTD","http://downloads.openoil.net/contracts/mr/mr_Block-7_dd19990520_PSC_Dana_Hardman_Elixir.pdf","MR","","2004-05-20T00:00:00","French","government","yes"
"Mauritania Block-C12 dd20120405 Exp-Prod-Contract","Exp-Prod-Contract","Kosmos Energy Mauritania","http://downloads.openoil.net/contracts/mr/mr_Block-C12_dd20120405_Exp-Prod-Contract_Kosmos-Energy.pdf","MR","","2012-04-05T00:00:00","English","corporate","yes"
"Mauritania Block-C13 dd20120405 Exp-Prod-Contract","Exp-Prod-Contract","Kosmos Energy Mauritania","http://downloads.openoil.net/contracts/mr/mr_Block-C13_dd20120405_Exp-Prod-Contract_Kosmos-Energy.pdf","MR","","2012-04-05T00:00:00","English","corporate","yes"
"Mexico Altamira dd20120820 Prestación-de-Servicios","Prestación-de-Servicios","Petrolera de Altamira S.A.P.I, Cheiron Holdings Limited","http://downloads.openoil.net/contracts/mx/mx_Altamira_dd20120820_Prestaci%C3%B3n-de-Servicios_Petrolera-de-Altamira_Cheiron-Holdings.pdf","MX","","2012-08-20T00:00:00","Spanish","government","yes"
"Mexico Carrizo dd20111214 Prestación-de-Servicios","Prestación-de-Servicios","Schlumberger Production México, S.A. de C.V.","http://downloads.openoil.net/contracts/mx/mx_Carrizo_dd20111214_Prestaci%C3%B3n-de-Servicios_Schlumberger.pdf","MX","","2011-12-14T00:00:00","Spanish","government","yes"
"Mexico Magallanes dd20111017 Prestación-de-Servicios","Prestación-de-Servicios","Petrofac México, S.A. de C.V.","http://downloads.openoil.net/contracts/mx/mx_Magallanes_dd20111017_Prestaci%C3%B3n-de-Servicios_Petrofac-Mexico.pdf","MX","","2011-10-17T00:00:00","Spanish","government","yes"
"Mexico Pánuco dd20120820 Prestación-de-Servicios","Prestación-de-Servicios","Petro-SPM-Integrated Services S.A., Dowell Schlumberger de México S.A., Petrofac México S.A.","http://downloads.openoil.net/contracts/mx/mx_P%C3%A1nuco_dd20120820_Prestaci%C3%B3n-de-Servicios_Petro-SPM_Dowell-Schlumberger_Petrofac-M%C3%A9xico.pdf","MX","","2012-08-20T00:00:00","Spanish","government","yes"
"Mexico Región-Marina-Noreste dd20111130 Prestación-de-Servicios","Prestación-de-Servicios","Netherland Sewell International S. de R.L. de C.V.","http://downloads.openoil.net/contracts/mx/mx_Regi%C3%B3n-Marina-Noreste_dd20111130_Prestaci%C3%B3n-de-Servicios_Netherland-Sewell-International.pdf","MX","","2011-11-30T00:00:00","Spanish","government","yes"
"Mexico Región-Marina-Noreste dd20111212 Prestación-de-Servicios","Prestación-de-Servicios","Degolyer and Macnaughton Corp.","http://downloads.openoil.net/contracts/mx/mx_Regi%C3%B3n-Marina-Noreste_dd20111212_Prestaci%C3%B3n-de-Servicios_Degolyer-Macnaughton.pdf","MX","","2011-12-12T00:00:00","Spanish","government","yes"
"Mexico Región-Norte dd20111130 Prestación-de-Servicios","Prestación-de-Servicios","Ryder Scott Company, L.P.","http://downloads.openoil.net/contracts/mx/mx_Regi%C3%B3n-Norte_dd20111130_Prestaci%C3%B3n-de-Servicios_Ryder-Scott-Company.pdf","MX","","2011-11-30T00:00:00","Spanish","government","yes"
"Mexico Región-Sur dd20111131 Prestación-de-Servicios","Prestación-de-Servicios","Netherland Sewell International S. de R.L. de C.V.","http://downloads.openoil.net/contracts/mx/mx_Regi%C3%B3n-Sur_dd20111131_Prestaci%C3%B3n-de-Servicios_Netherland-Sewell-International.pdf","MX","","2011-01-01T00:00:00","Spanish","government","yes"
"Mexico San-Andrés dd20120820 Prestación-de-Servicios","Prestación-de-Servicios","Oleorey S.A., Manclova Pirineos Gas S.A., Alfasid del Norte S.A.","http://downloads.openoil.net/contracts/mx/mx_San-Andr%C3%A9s_dd20120820_Prestaci%C3%B3n-de-Servicios_Oleorey_Manclova-Pirineos_Alfasid-del-Norte.pdf","MX","","2012-08-20T00:00:00","Spanish","government","yes"
"Mexico Santuario dd20111017 Prestación-de-Servicios","Prestación-de-Servicios","Petrofac México, S.A. de C.V.","http://downloads.openoil.net/contracts/mx/mx_Santuario_dd20111017_Prestaci%C3%B3n-de-Servicios_Petrofac-Mexico.pdf","MX","","2011-10-17T00:00:00","Spanish","government","yes"
"Mongolia Tsagaan-Els-XIII dd00000000 PSC","PSC","DWM Petroluem AG","http://downloads.openoil.net/contracts%2Fmn%2Fmn_Tsagaan-Els-XIII_dd00000000_PSC_DWM.pdf","MN","","NULL","English","corporate","yes"
"Mongolia Zuunbayan-XIV dd00000000 PSC","PSC","DWM Petroluem AG","http://downloads.openoil.net/contracts%2Fmn%2Fmn_Zuunbayan-XIV_dd00000000_PSC_DWM.pdf","MN","","NULL","English","corporate","yes"
"Morocco Boujdour-Offshore dd20060303 Petroleum-Agreement","Petroleum-Agreement","Office National Des Hydrocarures Et Des Mines, Kosmos Energy Offshore Morocco HC","http://downloads.openoil.net/contracts/ma/ma_Boujdour-Offshore_dd20060303_Petroleum-Agreement_Kosmos_ONHYM.pdf","MA","","2006-03-03T00:00:00","English","corporate","yes"
"Morocco Boujdour-Offshore dd20060305 Association-Contract","Association-Contract","Office National Des Hydrocarures Et Des Mines, Kosmos Energy Offshore Morocco HC","http://downloads.openoil.net/contracts/ma/ma_Boujdour-Offshore_dd20060305_Association-Contract_Kosmos_ONHYM.pdf","MA","","2006-03-05T00:00:00","English","corporate","yes"
"Morocco Boujdour-Offshore dd20100927 MOU","MOU","Office National Des Hydrocarures Et Des Mines, Kosmos Energy Offshore Morocco HC","http://downloads.openoil.net/contracts/ma/ma_Boujdour-Offshore_dd20100927_MOU_Kosmos_ONHYM.pdf","MA","","2010-09-27T00:00:00","English","corporate","yes"
"Morocco Cap-Boujdour-Offshore dd20110707 Exploration-Exploitation","Exploration-Exploitation","Kosmos Energy Offshore Morocco","http://downloads.openoil.net/contracts/ma/ma_Cap-Boujdour-Offshore_dd20110707_Exploration-Exploitation_Kosmos-Energy.pdf","MA","","2011-07-07T00:00:00","English","corporate","yes"
"Morocco Essaouira-Offshore dd20110909 Petroleum-Agreement","Petroleum-Agreement","Office National Des Hydrocarures Et Des Mines, Kosmos Energy Offshore Morocco HC, Canamens Energy Morocco Sarl","http://downloads.openoil.net/contracts/ma/ma_Essaouira-Offshore_dd20110909_Petroleum-Agreement_Kosmos_ONHYM_Canamens.pdf","MA","","2011-09-09T00:00:00","English","corporate","yes"
"Morocco Essaouira-Offshore dd20121219 Assignment-Deed","Assignment-Deed","Kosmos Energy, Canamens Morocco","http://downloads.openoil.net/contracts/ma/ma_Essaouira-Offshore_dd20121219_Assignment-Deed_Kosmos_Canamens.pdf","MA","","2012-12-19T00:00:00","English","corporate","no"
"Morocco Foum-Assaka-Offshore dd20110504 Exploration-Exploitation","Exploration-Exploitation","Kosmos Energy, Pathfinder Ltd","http://downloads.openoil.net/contracts/ma/ma_Foum-Assaka-Offshore_dd20110504_Exploration-Exploitation_Kosmos_Pathfinder.pdf","MA","","2011-05-04T00:00:00","English","corporate","yes"
"Morocco Foum-Assaka-Offshore dd20120611 Assignment-Deed","Assignment-Deed","Kosmos Energy, Pathfinder Ltd","http://downloads.openoil.net/contracts/ma/ma_Foum-Assaka-Offshore_dd20120611_Assignment-Deed_Kosmos_Pathfinder.pdf","MA","","2012-06-11T00:00:00","English","corporate","no"
"Morocco Foum-Draa-Block dd20120822 Sale-Purchase-Agree","Sale-Purchase-Agree","Capricorn Exploration And Development Company Limited, San Leon Offshore Morocco BV, Longreach Oil And Gas Ventures Limited, Serica Foum Draa BV","http://downloads.openoil.net/contracts/ma/ma_Foum-Draa-Block_dd20120822_Sale-Purchase-Agree_Capricorn_Longreach_Serica.pdf","MA","","2012-08-22T00:00:00","English","corporate","no"
"Morocco Tarhazoute dd20131010 Exploration-Exploitation","Exploration-Exploitation","Kosmos Energy","http://downloads.openoil.net/contracts/ma/ma_Tarhazoute_dd20131010_Exploration-Exploitation_Kosmos-Energy.pdf","MA","","2013-10-10T00:00:00","English","corporate","yes"
"Mozambique Area-1-Rovuma dd20061220 Exp-Prod-Contract","Exp-Prod-Contract","Anadarko","http://downloads.openoil.net/contracts/mz/mz_Area-1-Rovuma_dd20061220_Exp-Prod-Contract_Anadarko.pdf","MZ","","2006-12-20T00:00:00","","government","yes"
"Mozambique Area-2-Rovuma Area-5-Rovuma dd20060216 Exp-Prod-Contract","Exp-Prod-Contract","Hydro Oil & Gas Mozambique","http://downloads.openoil.net/contracts/mz/mz_Area-2-Rovuma_Area-5-Rovuma_dd20060216_Exp-Prod-Contract_Hydro.pdf","MZ","","2006-02-16T00:00:00","","government","yes"
"Mozambique Area-3-Rovuma Area-6-Rovuma dd20081010 Exp-Prod-Contract","Exp-Prod-Contract","PC Mozambique (Rovuma Basin) Ltd","http://downloads.openoil.net/contracts/mz/mz_Area-3-Rovuma_Area-6-Rovuma_dd20081010_Exp-Prod-Contract_PC%20Mozambique.pdf","MZ","","2008-10-10T00:00:00","English","government","yes"
"Mozambique Area-4-Rovuma dd20061220 Exploration-Contract","Exploration-Contract","ENI East Africa S.p.A.","http://downloads.openoil.net/contracts/mz/mz_Area-4-Rovuma_dd20061220_Exploration-Contract_ENI.pdf","MZ","","2006-01-01T00:00:00","","government","yes"
"Mozambique Area-A-Onshore dd20100921 Exp-Prod-Contract","Exp-Prod-Contract","SASOL Petroleum Mozambique Exploration LTD","http://downloads.openoil.net/contracts/mz/mz_Area-A-Onshore_dd20100921_Exp-Prod-Contract_SASOL.pdf","MZ","","2010-09-21T00:00:00","English","government","yes"
"Mozambique Pande Temane dd20001026 Prod-Contract","Prod-Contract","SASOL Petroleum Temane Limitada, Companhia Moçambicana de Hidrocarbonetos","http://downloads.openoil.net/contracts/mz/mz_Pande_Temane_dd20001026_Prod-Contract_SASOL.pdf","MZ","","2000-10-26T00:00:00","","government","yes"
"Myanmar Moattama-Area dd19920709 PSC","PSC","Total Myanmar Exploration and Production","http://downloads.openoil.net/contracts/mm/mm_moattama-area_dd19920709_PSC_Total.pdf","MM","","1992-07-09T00:00:00","English","NULL","yes"
"Namibia Blocks-1714B-1814B-1715 dd20110803 Operating-Agree","Operating-Agree","Hydrocarb Namibia Energy Corporation, Namibia Exploration, Inc.","http://downloads.openoil.net/contracts%2Fna%2Fna_Blocks-1714B-1814B-1715_dd20110803_Operating-Agree_Namibia-Energy_Namibia-Exploration.pdf","NA","","2011-08-03T00:00:00","English","corporate","no"
"Nigeria Deep-Ima dd19980630 JOA","JOA","Amni International Petroleum Development Company Limited, Liberty Technical Services Ltd","http://downloads.openoil.net/contracts/ng/ng_Deep-Ima_dd19980630_JOA_Amni_Liberty.pdf","NG","","1998-06-30T00:00:00","English","corporate","no"
"Nigeria Deep-Ima dd19980630 JVA","JVA","Amni International Petroleum Development Company Limited, Liberty Technical Services Ltd","http://downloads.openoil.net/contracts/ng/ng_Deep-Ima_dd19980630_JVA_Amni_Liberty.pdf","NG","","1998-06-30T00:00:00","English","corporate","no"
"Nigeria OML-120/121 dd20101210 Purchase-Agree","Purchase-Agree","Camac Energy Inc, Camac Petroleum Limited, Camac Energy Holdings Limited, Allied Energy Plc, Camac International (Nigeria) Limited","http://downloads.openoil.net/contracts/ng/ng_OML-120/121_dd20101210_Purchase-Agree_Camac.pdf","NG","","2010-12-10T00:00:00","English","corporate","no"
"Nigeria OML-120/121 dd20110215 Management-Agreement","Management-Agreement","Camac Petroleum Limited, Camac Energy Holdings Limited, Allied Energy Plc","http://downloads.openoil.net/contracts/ng/ng_OML-120/121_dd20110215_Management-Agreement_Camac_Allied.pdf","NG","","2011-02-15T00:00:00","English","corporate","no"
"Nigeria OML-30 dd20110525 Dev-Prod","Dev-Prod","Atlantic Energy Drilling Concepts Nigeria Limited","http://downloads.openoil.net/contracts%2Fng%2Fng_OML-30_dd20110525_Dev-Prod_Atlantic-Energy.pdf","NG","","2011-05-25T00:00:00","English","","yes"
"Nigeria OML-4 OML-38 OML-41 dd20100000 Dev-Prod","Dev-Prod","Septa Energy Nigeria Limited","http://downloads.openoil.net/contracts%2Fng%2Fng_OML-4_OML-38_OML-41_dd20100000_Dev-Prod_Septa.pdf","NG","","2010-01-01T00:00:00","English","","yes"
"Nigeria OPL-2012 dd20090314 Farm-In-Agree","Farm-In-Agree","Sigmund Oilfield Limited, Asher Energy Corporation","http://downloads.openoil.net/contracts/ng/ng_OPL-2012_dd20090314_Farm-In-Agree_Sigmund_Asher.pdf","NG","","2009-03-14T00:00:00","English","corporate","no"
"Nigeria OPL-2012 dd20090314 Memorandum-Agreement","Memorandum-Agreement","Sigmund Oilfield Limited, Asher Energy Corporation","http://downloads.openoil.net/contracts/ng/ng_OPL-2012_dd20090314_Memorandum-Agreement_Sigmund_Asher.pdf","NG","","2009-03-14T00:00:00","English","corporate","no"
"Nigeria OPL-2012 dd20090630 Asset-Purchase-Agree","Asset-Purchase-Agree","AsherXino, Bayo Odunuga, Patrick Okorodudu, Asher MHG Foundation","http://downloads.openoil.net/contracts/ng/ng_OPL-2012_dd20090630_Asset-Purchase-Agree_AsherXino_Asher-MHG-Foundation.pdf","NG","","2009-06-30T00:00:00","English","corporate","no"
"Nigeria OPL-237 dd19941202 Royalty-Agreement","Royalty-Agreement","Liberty Technical Services Ltd, Abacan International Resource Management Inc","http://downloads.openoil.net/contracts/ng/ng_OPL-237_dd19941202_Royalty-Agreement_Liberty_Abacan.pdf","NG","","1994-12-02T00:00:00","English","corporate","no"
"Pakistan Badin-IV-North Karsal Salam dd20080722 Farmout-Agreement","Farmout-Agreement","Petroleum Exploration (PVT) Limited, Frontier Holdings Limited, Gulf Petroleum Exploration Pakistan (GPXP) Limited","http://downloads.openoil.net/contracts/pk/pk_Badin-IV-North_Karsal_Salam_dd20080722_Farmout-Agreement_PEL_FHL_GPXP.pdf","PK","","2008-07-22T00:00:00","English","corporate","no"
"Papua New Guinea Triceratops Area dd20120727 Farm-In-Agreement","Farm-In-Agreement","SPI (220) Limited, Interoil Corporation, Pacific Rubiales Energy Corp","http://downloads.openoil.net/contracts/pg/pg_Triceratops_Area_dd20120727_Farm-In-Agreement_SPI_InterOil_PRE.pdf","PG","","2012-07-27T00:00:00","English","corporate","no"
"Paraguay Bloque-Pirity dd20121029 Operating-Agree","Operating-Agree","Pirity Hidrocarburos S.R.L.","http://downloads.openoil.net/contracts%2Fpy%2Fpy_Bloque-Pirity_dd20121029_Operating-Agree_Pirity.pdf","PY","","2012-10-29T00:00:00","English","government","no"
"Peru 1-AB dd19860323 EXPLOTACION-LICENCIA","EXPLOTACION-LICENCIA","PLUSPETROL NORTE S.A.(60%), DAEWOO INTERNATIONAL CORPORATION, KOREA NATIONAL OIL CORPORATION, SK INNOVATION","http://downloads.openoil.net/contracts%2Fpe%2Fpe_1-AB_dd19860323_EXPLOTACION-LICENCIA_Pluspetrol.pdf","PE","","1986-03-23T00:00:00","Spanish","government","yes"
"Peru 100 dd20040326 EXPLORACION-LICENCIA","EXPLORACION-LICENCIA","COMPAÑIA CONSULTORA DE PETROLEO S.A.","http://downloads.openoil.net/contracts/pe/pe_100_dd20040326_EXPLORACION-LICENCIA_Consultora.pdf","PE","","2004-03-26T00:00:00","Spanish","government","yes"
